id,titulo,texto,categoria,palabras_clave,nivel_dificultad,fuente
325,Optimización de imágenes y lazy loading,"Proyecto guiado: Optimización de imágenes y lazy loading. Construye paso a paso una solución completa usando CSS, responsive y HTML5. Enfocado en Frontend con código disponible en GitHub.",Frontend,"CSS, responsive, HTML5, Three.js, Ant Design, Storybook",Avanzado,Wiki interna
326,Monetización de apps con anuncios y suscripciones,"Masterclass de Monetización de apps con anuncios y suscripciones. Se profundiza en SwiftUI, Realm y Dart con casos de estudio de empresas reales. Incluye ejercicios de Mobile para consolidar el aprendizaje. Se proporciona una comparativa entre Kotlin y Flutter.",Mobile,"SwiftUI, Realm, Dart, Riverpod",Intermedio,GitHub
327,Optimización del rendimiento en aplicaciones Angular,Charla técnica: Optimización del rendimiento en aplicaciones Angular. Se discuten los desafíos de implementar DOM y React en escenarios reales de Frontend. Lecciones aprendidas y errores a evitar. El contenido también cubre errores comunes al usar SPA.,Frontend,"DOM, React, Bootstrap",Avanzado,Blog técnico
328,Gestión de experimentos con MLflow,"Introducción práctica a Gestión de experimentos con MLflow. Este material cubre desde los conceptos básicos hasta técnicas avanzadas usando Matplotlib, Bokeh y Dask. Perfecto para equipos que inician proyectos de Data Science. Incluye una sección de preguntas frecuentes sobre Python.",Data Science,"Matplotlib, Bokeh, Dask, MLflow, LightGBM",Avanzado,Dev.to
329,Gestión de configuraciones con Consul y Vault,"Curso intensivo de Gestión de configuraciones con Consul y Vault. Domina Helm, Travis CI y Nginx a través de proyectos prácticos. Al finalizar, serás capaz de diseñar e implementar soluciones profesionales en el área de DevOps.",DevOps,"Helm, Travis CI, Nginx, Pulumi",Avanzado,Tutorial
330,Protección DDoS con WAF y CDN,Serie de tutoriales: Protección DDoS con WAF y CDN. Parte 1: configuración inicial con DDoS. Parte 2: integración con GDPR. Parte 3: despliegue y monitoreo en producción. Enfoque práctico para Seguridad. Incluye una sección de preguntas frecuentes sobre IDS.,Seguridad,"DDoS, GDPR, Splunk, SOC, OWASP",Avanzado,Documentación oficial
331,Infraestructura como código con Terraform,Serie de tutoriales: Infraestructura como código con Terraform. Parte 1: configuración inicial con Docker. Parte 2: integración con Linkerd. Parte 3: despliegue y monitoreo en producción. Enfoque práctico para DevOps.,DevOps,"Docker, Linkerd, monitoring, Vagrant, Vault, Blue-Green",Intermedio,Conferencia
332,Comunicación asíncrona con RabbitMQ y Celery,"Introducción práctica a Comunicación asíncrona con RabbitMQ y Celery. Este material cubre desde los conceptos básicos hasta técnicas avanzadas usando Java, FastAPI y RabbitMQ. Perfecto para equipos que inician proyectos de Backend. Se incluyen ejemplos usando Python y ASP.NET.",Backend,"Java, FastAPI, RabbitMQ, Kubernetes, MySQL, Node.js",Básico,Conferencia
333,Patrón CQRS para sistemas de alta carga,Charla técnica: Patrón CQRS para sistemas de alta carga. Se discuten los desafíos de implementar MySQL y microservicios en escenarios reales de Backend. Lecciones aprendidas y errores a evitar. El contenido también cubre errores comunes al usar Node.js.,Backend,"MySQL, microservicios, Laravel, C#, API REST, Django",Básico,GitHub
334,Patrones de diseño en aplicaciones backend,"Introducción práctica a Patrones de diseño en aplicaciones backend. Este material cubre desde los conceptos básicos hasta técnicas avanzadas usando Gradle, OAuth2 y Kubernetes. Perfecto para equipos que inician proyectos de Backend.",Backend,"Gradle, OAuth2, Kubernetes, PostgreSQL",Básico,Dev.to
335,Configuración de balanceadores de carga con Nginx,Serie de tutoriales: Configuración de balanceadores de carga con Nginx. Parte 1: configuración inicial con Azure. Parte 2: integración con Envoy. Parte 3: despliegue y monitoreo en producción. Enfoque práctico para DevOps. Incluye una sección de preguntas frecuentes sobre SonarQube.,DevOps,"Azure, Envoy, escalabilidad, Blue-Green",Intermedio,Wiki interna
336,Escaneo de vulnerabilidades con Trivy,Serie de tutoriales: Escaneo de vulnerabilidades con Trivy. Parte 1: configuración inicial con Helm. Parte 2: integración con Zipkin. Parte 3: despliegue y monitoreo en producción. Enfoque práctico para DevOps. Se proporciona una comparativa entre SonarQube y HAProxy.,DevOps,"Helm, Zipkin, Grafana, Pulumi",Intermedio,GitHub
337,Auditoría de seguridad en aplicaciones web,"Guía completa sobre Auditoría de seguridad en aplicaciones web. Aprenderás a trabajar con Zero Trust, ransomware y RBAC desde cero. Incluye ejercicios prácticos, mejores prácticas de la industria y consejos para evitar errores comunes en proyectos de Seguridad. Finalmente, se revisan consideraciones de rendimiento con SAML.",Seguridad,"Zero Trust, ransomware, RBAC, Burp Suite, ciberseguridad",Avanzado,GitHub
338,Gestión de identidades y accesos con IAM,"Masterclass de Gestión de identidades y accesos con IAM. Se profundiza en backup, VPC y S3 con casos de estudio de empresas reales. Incluye ejercicios de Cloud para consolidar el aprendizaje. Se proporciona una comparativa entre Cloud Storage y IAM.",Cloud,"backup, VPC, S3",Básico,Documentación oficial
339,Pipelines de ETL para proyectos de datos,"En este contenido se presentan los conceptos fundamentales de Pipelines de ETL para proyectos de datos. Se explica paso a paso cómo implementar soluciones prácticas utilizando Python y NLP, con ejemplos de código y casos de uso reales. Ideal para profesionales que buscan fortalecer sus habilidades en Data Science.",Data Science,"Python, NLP, Dask",Intermedio,YouTube
340,Progressive Web Apps con Service Workers,"Charla técnica: Progressive Web Apps con Service Workers. Se discuten los desafíos de implementar Sass y UI/UX en escenarios reales de Frontend. Lecciones aprendidas y errores a evitar. Además, se discute la integración con Jest.",Frontend,"Sass, UI/UX, Zustand, Svelte",Intermedio,GitHub
341,Patrón CQRS para sistemas de alta carga,Guía de referencia rápida: Patrón CQRS para sistemas de alta carga. Consulta práctica sobre Maven y Java para resolver problemas cotidianos en Backend. Incluye snippets de código y comandos útiles.,Backend,"Maven, Java, Python, Docker, PostgreSQL, Celery",Avanzado,Libro técnico
342,Pipelines de ETL para proyectos de datos,"En este contenido se presentan los conceptos fundamentales de Pipelines de ETL para proyectos de datos. Se explica paso a paso cómo implementar soluciones prácticas utilizando NumPy y PyTorch, con ejemplos de código y casos de uso reales. Ideal para profesionales que buscan fortalecer sus habilidades en Data Science. Además, se discute la integración con Python.",Data Science,"NumPy, PyTorch, Scikit-learn, clasificación, Gradio, Kubeflow",Básico,Curso online
343,Replicación y alta disponibilidad en MySQL,Guía de referencia rápida: Replicación y alta disponibilidad en MySQL. Consulta práctica sobre SQL Server y DBeaver para resolver problemas cotidianos en Bases de Datos. Incluye snippets de código y comandos útiles. Se proporciona una comparativa entre Firestore y ClickHouse.,Bases de Datos,"SQL Server, DBeaver, MariaDB, DynamoDB",Básico,Dev.to
344,Autenticación multifactor MFA en sistemas críticos,"Análisis de caso: Autenticación multifactor MFA en sistemas críticos. Revisamos cómo una empresa migró de Splunk a hashing en su plataforma de Seguridad. Métricas, resultados y recomendaciones.",Seguridad,"Splunk, hashing, OpenID, ABAC",Básico,YouTube
345,Gestión de configuraciones con Consul y Vault,"Serie de tutoriales: Gestión de configuraciones con Consul y Vault. Parte 1: configuración inicial con GitHub Actions. Parte 2: integración con Kubernetes. Parte 3: despliegue y monitoreo en producción. Enfoque práctico para DevOps. Además, se discute la integración con Ansible.",DevOps,"GitHub Actions, Kubernetes, GitOps, Nginx, SonarQube",Intermedio,Curso online
346,Creación de APIs REST escalables con Spring Boot,"Análisis de caso: Creación de APIs REST escalables con Spring Boot. Revisamos cómo una empresa migró de WebSocket a Ruby on Rails en su plataforma de Backend. Métricas, resultados y recomendaciones.",Backend,"WebSocket, Ruby on Rails, PHP, Celery, GraphQL, Gradle",Avanzado,YouTube
347,Diseño de data lakes para análisis masivo,"Curso intensivo de Diseño de data lakes para análisis masivo. Domina Elasticsearch, CAP theorem y Redis a través de proyectos prácticos. Al finalizar, serás capaz de diseñar e implementar soluciones profesionales en el área de Bases de Datos. El contenido también cubre errores comunes al usar consultas.",Bases de Datos,"Elasticsearch, CAP theorem, Redis, Oracle, CDC, procedimientos almacenados",Avanzado,Blog técnico
348,Principales vulnerabilidades OWASP Top 10,"Curso intensivo de Principales vulnerabilidades OWASP Top 10. Domina DDoS, ransomware y phishing a través de proyectos prácticos. Al finalizar, serás capaz de diseñar e implementar soluciones profesionales en el área de Seguridad. Finalmente, se revisan consideraciones de rendimiento con OWASP.",Seguridad,"DDoS, ransomware, phishing, ABAC, Metasploit, SIEM",Básico,Conferencia
349,Feature engineering para mejorar modelos,Guía de referencia rápida: Feature engineering para mejorar modelos. Consulta práctica sobre Dask y NLP para resolver problemas cotidianos en Data Science. Incluye snippets de código y comandos útiles. Incluye una sección de preguntas frecuentes sobre Big Data.,Data Science,"Dask, NLP, clustering, análisis de datos",Intermedio,Dev.to
350,Optimización de rendimiento en apps Flutter,"Análisis de caso: Optimización de rendimiento en apps Flutter. Revisamos cómo una empresa migró de GPS a Retrofit en su plataforma de Mobile. Métricas, resultados y recomendaciones. Incluye una sección de preguntas frecuentes sobre Realm.",Mobile,"GPS, Retrofit, Room, React Native, Android Studio, Ionic",Avanzado,Webinar
351,Seguridad en almacenamiento local de apps,"Documentación técnica sobre Seguridad en almacenamiento local de apps. Se detallan las configuraciones necesarias para Jetpack Compose y Android, incluyendo troubleshooting de errores frecuentes y estrategias de monitoreo. El contenido también cubre errores comunes al usar CameraX.",Mobile,"Jetpack Compose, Android, iOS, Retrofit, Google Maps",Básico,Curso online
352,Seguridad en contenedores y Kubernetes,"Masterclass de Seguridad en contenedores y Kubernetes. Se profundiza en Splunk, ABAC y Metasploit con casos de estudio de empresas reales. Incluye ejercicios de Seguridad para consolidar el aprendizaje. Además, se discute la integración con ABAC.",Seguridad,"Splunk, ABAC, Metasploit, IPS, GDPR, XSS",Intermedio,Curso online
353,Inyección de dependencias en NestJS,Guía de referencia rápida: Inyección de dependencias en NestJS. Consulta práctica sobre NestJS y Mockito para resolver problemas cotidianos en Backend. Incluye snippets de código y comandos útiles.,Backend,"NestJS, Mockito, RabbitMQ, Postman, token",Avanzado,Tutorial
354,Autenticación biométrica en aplicaciones móviles,Guía de referencia rápida: Autenticación biométrica en aplicaciones móviles. Consulta práctica sobre Biometría y Alamofire para resolver problemas cotidianos en Mobile. Incluye snippets de código y comandos útiles.,Mobile,"Biometría, Alamofire, Swift, SwiftUI",Avanzado,GitHub
355,Data warehousing con Amazon Redshift,Guía de referencia rápida: Data warehousing con Amazon Redshift. Consulta práctica sobre Neo4j y OLTP para resolver problemas cotidianos en Bases de Datos. Incluye snippets de código y comandos útiles.,Bases de Datos,"Neo4j, OLTP, SQLite, MongoDB, Redis",Avanzado,Curso online
356,Diseño responsive con Tailwind CSS,"Artículo técnico sobre Diseño responsive con Tailwind CSS. Comparativa entre UI/UX y jQuery: ventajas, desventajas y casos de uso. Incluye benchmarks y recomendaciones para elegir la herramienta adecuada en Frontend. Se incluyen ejemplos usando PWA y Vite.",Frontend,"UI/UX, jQuery, responsive, Zustand, hooks, TypeScript",Básico,Curso online
357,Procesamiento distribuido con Dask,"Guía de referencia rápida: Procesamiento distribuido con Dask. Consulta práctica sobre Python y CatBoost para resolver problemas cotidianos en Data Science. Incluye snippets de código y comandos útiles. Además, se discute la integración con GPT.",Data Science,"Python, CatBoost, Seaborn, Spark, Altair, modelos",Intermedio,Documentación oficial
358,Seguridad en APIs: rate limiting y throttling,"Deep dive sobre Seguridad en APIs: rate limiting y throttling. Analizamos arquitecturas modernas que combinan autenticación y blockchain. Se incluyen diagramas, flujos de trabajo y recomendaciones para escalar soluciones en Seguridad. Finalmente, se revisan consideraciones de rendimiento con certificados.",Seguridad,"autenticación, blockchain, XSS, encriptación",Básico,Blog técnico
